word,polarity
땅,0
경치,0
조경,0
산사태,-2
레인,0
언어,0
노곤한,-1
쇠약 해지는,-2
껑충 한,0
칸델라,0
무릎,0
접은 옷깃,0
경과,-1
지나간,0
절도죄,-2
라드,0
고깃간,0
큰,0
더 큰,-1
NO TRANSLATION,0
종달새,0
유충,0
후두,0
원자 램프,2
속눈썹,-2
젊은 여자,0
올가미,0
일종의 튼튼한 나사,0
걸쇠,0
늦은,-2
늦음,-1
숨어있는,-2
옆쪽,0
옆으로,0
유액,0
선반,0
비누 거품,0
위도,0
화장실,-2
격자,0
칭찬할만한,1
웃음,2
웃음,2
웃음,2
쏘다,2
세탁,0
수상자,2
용암,-2
세척,0
화장실,-1
라벤더,0
풍부한,1
법,1
적법한,2
무법,-2
잔디,0
소송,-2
변호사,-2
느슨한,-2
완하제,-2
위치,0
층,0
계층화 된,0
평신도,0
게으른,-1
넓은 땅,0
리드,1
리더,2
주요한,1
리드,0
잎,0
전단,0
잎이 많은,0
리그,1
새는 곳,-1
누출,-1
새는,-1
기대다,0
기대다,0
경향,1
뛰기,0
배운,0
학습자,0
배우기,1
임차권,0
속박,0
가죽,0
가죽 같은,0
휴가,-2
강의,0
강사,1
선반,0
원장,0
남자 이름,0
거머리,-1
거머리,-2
NO TRANSLATION,-2
의심 많은,0
NO TRANSLATION,0
여지,1
왼쪽,0
다리,0
유산,0
적법한,2
적법,0
합법화하다,0
합법화 된,2
법적으로,0
전설,0
전설의,1
읽기 쉬움,1
읽기 쉬운,1
군단,0
입법부,0
법률 제정,0
입법상의,0
입법자,1
입법부,1
합법성,1
다리,0
콩과 식물,0
여가,2
보조 정리,1
레몬,-2
빌려주 다,0
대주,1
대출,0
길이,0
길게 하다,0
길어진,0
길게하는,0
세로로,0
긴,0
관대함,0
렌즈,0
표범,0
나병,-2
레즈비언,-2
레즈비언,0
임차인,0
적게 하다,-1
약화시키는,0
보다 작은,-2
임대인,0
치명적인,-2
무기력 한,0
혼수,-2
편지,1
문자 그대로의,2
편지,0
상추,0
백혈병,-2
제방,1
수평,2
지렛대,0
이점,1
부과,-1
음란 한,-2
사전,0
NO TRANSLATION,0
부채,0
책임,0
연락,-1
거짓말 쟁이,-2
명예 훼손죄,-2
비방하는,0
선심 쓰는,-1
자유,0
자유롭게 하다,2
해방,2
자유,2
리비도,0
사서,0
도서관,1
가사,0
특허,0
이끼,0
핥기,-2
뚜껑,0
군주,0
선취 특권,0
대신,0
상관 대리,1
생명,0
생피,1
구명정,0
생명이없는,-2
살아 있는 것 같은,0
일생의,0
일생,0
승강기,0
인대,0
결찰,0
가볍게 하다,0
등대,1
가벼움,0
번개,-2
있을 수 있는 일,0
초상,0
마찬가지로,0
기호,2
라일락 꽃,0
백합,0
수족,0
림보,0
한도,0
한정,0
제한된,-2
무한의,0
리무진,0
절름발이,-1
린,0
선,0
혈통,0
선의,0
선의,0
안을 댄,0
리넨,0
정기선,0
윤곽,-1
질질 끌게 하다,1
뜻 모를 말,0
언어의,0
언어학 자,2
언어학의,0
언어학,0
안,0
링크,0
리놀륨,0
보푸라기,-1
사자,-1
말뿐인,0
립스틱,0
액화,0
액화 된,0
리큐어,0
액체,0
청산하다,0
변제,0
청산인,0
유동성,0
분비액,-2
리스프,0
명부,0
들리다,0
경청자,0
목록,0
노곤한,-2
장황한 설명,0
말 그대로,0
문호,0
문학,0
유연한,1
석판화,0
리소그래피,0
암석학,0
암석권,0
소송 당사자,-1
소송하다,-2
소송,-1
소송중인,-2
깃,-1
해안가의,0
전례,0
살림,0
제복,0
생활,0
야마,0
하중,0
덩어리,-1
로퍼,-1
옥토,0
차관,0
NO TRANSLATION,-2
싫음,-2
기분 나쁜,-2
로비,0
로비스트,-1
둥근 돌출부,0
노동 조합 지부,0
장소,0
소재지,0
지방화,0
지역화하다,1
위치하고 있다,0
위치,0
호수,0
자물쇠,0
사물함,0
자물쇠 제조공,0
NO TRANSLATION,-2
운동,0
기관차,0
메뚜기,-2
별장,0
입주자,0
하숙,1
로프트,0
로그,0
로그,0
대수,0
논리,0
논리적 인,1
기호 논리학,0
로고 타입,0
NO TRANSLATION,0
사탕 과자,0
외로움,-2
긴,1
장수,1
갈망,-1
경도,0
세로의,0
세로로,0
화장실,-2
임무,0
직조기,-2
어렴풋이 나타나기,0
아비,-2
미치광이,-1
고리,0
허점,0
늦추다,0
느슨한,0
전리품,-1
베다,0
편 편한,0
지배자,-2
영주,0
각하,1
과학적 학문,0
사륜 짐마차,0
지는,-2
손실,-2
잃어버린,-2
제비,0
외용 물약,0
제비,0
숫자 카드 맞추기 놀이,0
큰 소리로,0
큰 소리,-2
라운지,-1
이,-2
NO TRANSLATION,2
연인,2
보다 낮은,-2
저하,-1
가장 낮은,-2
저지대,-1
충의,2
윤활하다,0
매끄럽게 하기,0
쑥스러운,-1
돌기,0
자장가,0
요추,0
재목,0
벌목하는,-1
발광하는,0
총명한,0
덩어리,-1
울퉁불퉁 한,-2
전광,-2
달,0
미치광이,-2
점심,0
점심,0
찌르기,0
폐,0
궁상,-1
매혹,-1
어쩐지 기분 나쁜,-2
밀행,-1
숨어있는,-1
감미로운,2
풍부한,-2
색욕,-1
광택,2
광택있는,1
튼튼한,-1
류트,0
울창한,1
호화로운,2
거짓말하는,-2
림프,0
임파선,0
사형,-2
스라소니,0
거문고,2
서정시,0
서정적 인,2
메이스,-2
기계,1
기계,0
기계공,0
고등어,0
마님,0
부인,0
미치게 하다,-2
광인,-2
광기,-2
마피아,-2
매거진,0
마술사,-1
마젠타,0
변덕,-2
마법,0
마법 같은,2
마술사,0
수령,0
연한 덩어리,0
고관,0
자석,2
자기,1
자철광,1
웅대,2
돋보기,0
확대하다,0
크기,0
까치,0
하녀,0
소녀,1
우편,1
본관,1
본토,0
대대적 인,2
유지,1
위엄,2
주요한,1
과반수,2
하다,0
만드는 사람,0
임시 변통,-1
구성하다,0
불쾌,-2
말라리아,-2
남성,0
악의 있는,-2
부정 행위,-2
보기 흉한 것,-1
악의 있는,-2
유해한,-2
강한 악의,-2
악의 있는,-2
쇼핑 센터,0
망치,0
부정 요법,-2
NO TRANSLATION,1
포유 동물,0
거대한,0
남자,0
꾸리다,2
조치,2
매니저,0
의무,-2
만다린 오렌지,2
위임,0
하악골,0
만돌린,0
곡괭이,0
NO TRANSLATION,0
운동,0
기동시키는,0
NO TRANSLATION,-2
여물통,0
압착 롤러,-2
망고,0
망고 스틴,0
성인,1
미치광이,-2
광적인,-1
매니큐어,0
명백한,0
표명,-1
명시된,1
명백히,0
선언서,0
다양성,0
교묘히 다루다,-1
시장 조작,-2
인류,0
사내 다운,1
만나,1
방법,0
장원,0
맨션,0
맨틀,0
조작,1
제조,0
제조자,1
비료,-2
원고,0
지도,0
마르,-1
대리석,0
대리석으로 뒤덮인,0
대리석,0
행진,1
NO TRANSLATION,0
가장자리 가의,0
삼,0
선박,1
선원,0
해상,0
표,0
두드러진,1
시장,0
시장성이있는,1
시장,0
점수,0
말,0
마멀레이드,0
적갈색,-1
큰 천막,0
후작,1
결혼,2
기혼,0
골수,2
얻다,2
습지,0
육군 원수,2
장,0
마틴 게일,-1
순교자,-2
순교,-2
놀라운 일,1
기이,2
놀랍게도,2
남성 명사,1
남성 성,0
으깨다,0
마스크,0
마조히즘,-2
석공,0
가장 무도회,0
질량,0
대학살,-2
마사지,2
거대한,0
석사,1
지도자,0
걸작,2
지배,2
자위 행위,0
수음,0
매트,0
시합,0
결혼 중매인,1
항해사,2
자료,0
유물론,-1
유물론자,-2
유물론,0
유형,0
구체화하다,0
물질적으로,0
기재,0
물질,0
산모,2
임산부,0
매우 정확한,1
수학자,0
수학,0
입학,0
결혼,2
매트릭스,0
기혼 여성,2
돗자리,0
문제,0
매트 재료,0
짚 요,0
성숙,0
성숙,0
웅장한 무덤,-1
자주 빛,0
격언,1
시장,1
미로,0
벌꿀 술,0
목초지,1
식사,0
사행개,0
사행,-1
의미,0
방법,0
그 동안에,0
흥역,-2
측정 가능한,0
법안,1
정확히 잰,2
측정,0
고기,0
정비공,0
기계의,0
기구,0
메달,2
큰 메달,0
메달리스트,0
간섭,0
미디어,0
내측의,0
중앙값,0
중재하다,2
중개,1
중재인,2
의료,2
약용의,0
의학,0
중세의,0
평범한,-1
평범,-1
NO TRANSLATION,2
심사 숙고,0
명상적인,0
지중해,1
매질,0
그러 모은,1
만나다,0
모임,0
난투,-2
선율적인,0
멜로 드라마,-2
멜로 드라마틱 한,0
멜로디,0
용해,0
붕괴,-2
녹는,0
회원,0
막,0
기념물,1
메모,0
회상록,0
기념품,0
기억에 남는,2
각서,0
기념물,0
기록,-1
암기하다,0
기억,0
협박하는,-2
동물원,0
하인,-1
초승달 모양,0
월경,1
월경의,0
언급하다,0
멘토르,2
메뉴,0
야옹,0
상인,0
용병,-2
상품,0
상인,1
수은제,0
단지,0
병합하다,2
자오선,0
자오선,0
인어,0
명랑한 소동,2
명랑한,2
메사,0
망사,0
메쉬,0
최면술을 걸친,0
음식물,-2
메시지,0
전령,1
어질러 놓은,-2
대사,0
금속,0
야금,0
변형,0
은유,0
은유의,0
형이상학 적,0
형이상학,0
전이,-1
유성,0
유성의,0
운석,0
기상의,0
기상학,0
미터,0
메탄올,-1
방법,0
질서 있는,0
세심한,0
미터법의,0
미터법의,0
도량형,0
중심지,0
대주교,1
갈매기,0
운모,0
믹스,0
미생물,0
미생물학,0
소우주,0
마이크로 그램,0
마이크로 미터,0
미크론,0
마이크로폰,0
현미경,1
미세한,0
미시적으로,0
현미경 사용,1
중간,0
대낮,0
중간,0
중개자,0
중부 방언,0
한밤중,0
한가운데,0
한여름,0
중도,0
산파,2
산파술,1
NO TRANSLATION,0
거대한,2
이주하다,0
이주,0
철새의,0
마이크,0
마일,0
사용량,0
획기적 사건,0
무장 한,0
군,-1
시민군,-2
우유,0
젖을 섞은,0
밀,1
천년기,0
밀리그램,0
밀리미터,0
백만,0
백만 장자,0
몸짓 광대극,1
모방품,0
흉내내는,0
흉내,-1
마음,0
편견없는,0
주의 깊은,1
마음가짐,1
광산,0
갱부,0
광물,0
광물학,0
섞다,0
섞는,0
세밀화,0
소형 버스,0
NO TRANSLATION,0
최소화하다,-1
최저한의,-1
장관,0
장관급,0
내각,2
미니 밴,0
시시한 인물,0
미성년자,0
소수,-1
시인,0
민트,0
소문자,0
분,0
사소한 점,0
NO TRANSLATION,0
기적,2
기적적,2
신기루,0
NO TRANSLATION,-2
거울,0
환락,2
버릇 없음,-2
유산,-2
여러 가지 잡다한,0
잡록,0
장난,-1
장난스러운,-1
오인,-2
비행,-2
경범죄,0
비참하게,-2
잘못 인도 된,-2
잘못된 정보,0
오도 ​​된,-2
오도 ​​된,-2
그릇된 관리,-1
불일치,-1
일치하지 않는,0
그릇된 명칭,-1
잘못 두다,-2
잘못 배치 된,-1
잘못 전하다,-1
와전,-2
허위 진술 된,-2
미스...,0
미사일,-1
있어야 할 곳에 없는,-2
사명,0
전도사,1
그릇된 진술,-2
안개,0
선생,0
정부,-2
NO TRANSLATION,-2
안개가 낀,0
잔돈,-2
연귀,0
완화,0
혼합,0
혼합,0
혼합물,0
신음 소리,-2
해자 외호,1
폭도,-2
변하기 쉬운,1
유동성,0
동원,0
동원하다,0
조롱,-2
조롱,-2
모달,0
양식,0
방법,0
모델,1
모델러,0
보통의,1
검토,0
절도,0
중재자,2
현대,0
모더니즘,0
겸손,1
소량,0
수정 가능한,0
가감,0
수정 된,0
수정하다,0
변조하다,0
조정,0
기준 치수,0
모듈러스,0
무굴 사람,0
절반,0
촉촉한,0
수분,0
어금니,0
당밀,0
성형 된,0
조형,0
지겨운,0
분자,0
분자,0
방해,-2
녹은,0
순간,0
순간의,0
지극히 중대한,0
기세,2
모나드,0
군주,0
군주국,0
수도원,0
수사,0
화폐의,2
돈,2
수도사,2
원숭이,0
단색화,-2
일부일처,1
모노그램,0
모노 그래프,0
단층,0
독백,0
독점자,-1
전매권,0
단음,0
우기,-2
기괴,-2
몬테,0
달,0
월간 간행물,0
기념물,1
기념비적 인,0
음매,0
기분,0
변덕스러운,-2
달,0
월광,0
계류 한,0
계선,0
계선 설비,1
황무지,0
엘크,0
무트,-1
닦다,0
사기,2
도덕,2
수신,2
궁지,0
유예 기간,0
병적 인,-2
거만,-2
죽은 사람,-2
아침,1
아침,0
돈독 한,-1
모르핀,0
형태,0
이튿날,1
독소,-1
치명적인,-1
인류,-2
모르타르,1
저당,-1
저당,1
저당권 설정자,-1
고행,-2
시체 임시 안치소,-2
모자이크,0
사원,-1
모기,-2
이끼,0
이끼 낀,0
NO TRANSLATION,0
나방,0
어머니,2
어머니,2
운동,1
움직이지 않는,0
동기,1
뒤범벅,0
모터,0
오토바이,0
오토바이,0
모트,0
얼룩덜룩 한,0
금언,0
투수판,0
산,0
산,1
등산가,0
산과 같은,0
애도하다,-2
슬퍼하는,-2
쥐,0
수염,0
입,0
한입 가득,-1
대변자,0
움직일 수 있는,1
움직임,0
운동,0
발동력,1
영화,0
움직이는,0
베다,0
쓰레기,-2
NO TRANSLATION,-1
점액,-1
진흙,-1
혼란,-1
혼란스러워하는,-1
통,-2
숨막히는,0
머플러,0
얼굴,-2
노새,-2
다자간의,0
배수,0
다양한,0
곱셈,0
다수,0
곱한,0
승수,0
곱하다,0
다수,0
침묵,-2
우물 우물쭈물하다,-1
엄마,0
유행성 이하선염,-1
뭉크,0
평범한,0
시립의,0
지방 자치체,0
벽화,0
살인적인,-2
어두운,-2
어렴풋한 말소리,0
근육,0
근육질의,1
뮤즈 신,0
신념,0
박물관,0
NO TRANSLATION,0
버섯,0
음악,2
뮤지컬,2
음악가,0
무심코,0
사향,0
소총,-1
캘리코,0
NO TRANSLATION,-1
무스탕,0
머스타드,0
소집,0
곰팡내 나는,-2
변하기 쉬운,2
돌연변이,-1
돌연 변이,0
절단 된,-2
절단,-2
폭동,-2
NO TRANSLATION,-2
양고기,0
상호,1
서로,0
포구,-2
근시,-2
근시 환자,0
무수한,0
신비한,-1
신비,1
신비주의의,0
신비로운,0
비밀,0
신화,0
신화의,0
신화적인,0
신화적인,0
신화학,0
붙잡다,-1
최하점,-1
NO TRANSLATION,-2
네일,0
소박한,-1
적나라한,0
명명 된,0
이름이없는,-2
이름을 대다,0
명명,0
여자 이름,0
나노 미터,0
선잠,2
목덜미,0
냅킨,-1
낮잠,0
기저귀,-2
말하다,0
화법,0
이야기,0
내레이터,0
제한된,0
좁히기,0
초기,1
산후,0
민족,1
전국의,0
국적,0
원주민,0
출생,0
자연 주의자,1
귀화,0
귀화 된,0
당연히,0
자연,0
제로,0
해상의,0
해군,0
본당,0
배꼽,0
항해 가능한,2
항해하다,0
항해,0
항해자,2
해군,0
NO TRANSLATION,-1
성운,0
성운,0
불투명 한,0
필연적으로,0
필요하다,0
필수품,0
필요성,-1
목,0
목걸이,0
회저,0
넥타,1
필요한,-1
바늘,1
불필요한,0
아주 가난한,-1
극악한,-2
태만,-1
방치 된,-2
과실,-1
태만 한,-1
NO TRANSLATION,-1
무시할 수있는,0
협상하다,2
협상,0
양도인,1
흑인,-2
이웃 사람,2
이웃,1
이웃,0
신생아,0
신생아,0
네오프렌,0
조카,0
친척 편중,-2
신경 이상,1
강한,-2
네스 호,0
둥지,1
기분 좋게 눕다,2
새 새끼,0
그물,0
지하실,-2
그물,0
쐐기풀,-2
회로망,1
신경통,-2
신경학,0
신경증 환자,-2
중성,0
중립국,2
중립,1
중화하다,0
신생아,0
새로 온 사람,-1
새로움,0
뉴스,0
신문,0
신문 판매대,0
부리,0
한입 깨물기,0
벽감,0
NO TRANSLATION,0
새긴 ​​금,0
니켈,0
별명,0
니코틴,-2
조카딸,0
검둥이,-1
가까이,0
밤,0
해질녘,0
나이팅게일,0
허무주의,-1
무,0
재빠른,0
구십,0
제구,0
집게발,0
젖꼭지,0
아니야,0
귀족,2
귀족,2
야행성의,0
목례,0
꼬박,0
마디,0
결절성의,0
결절,0
시끄러운,-2
유목민,0
유목민의,0
명명법,0
명사 같은,0
지명하다,0
지명,1
후보자,0
목하,0
NO TRANSLATION,-2
정체 모를 사람,0
존재하지 않는,0
NO TRANSLATION,0
NO TRANSLATION,0
무의미한 말,-1
누들,0
구석,0
정오,0
올가미,-2
표준,0
표준,0
코,-1
노스탤지어,0
콧 구멍,0
주목할 만한,2
명사,1
특히,0
공증인,1
표기법,0
골짜기,0
노치가있는,0
노트,0
수첩,0
NO TRANSLATION,1
주목할만한,0
무,-2
주의,0
눈에 띄는,0
공고,1
통보하다,0
개념,1
개념상의,0
평판,-2
그럼에도 불구하고,0
NO TRANSLATION,0
명사,0
키우다,0
자양물,1
NO TRANSLATION,0
진기함,0
초심자,0
현대,0
유해한,-2
대통 주둥이,0
미묘한 차이,0
뉘앙스,0
핵,0
나체상,0
슬쩍 찌르다,0
나체,0
덩어리,0
폐가 되는 행위,-2
NO TRANSLATION,-1
없는,0
무효화하다,-1
마비 된,-1
번호,0
번호 매기기,0
번호,1
얼어서 고움,-2
숫자,0
분자,0
수치의,0
수치 적으로,0
수많은,0
NO TRANSLATION,-1
간호사,2
양식장,2
양육,2
육두구,0
영양물 섭취,0
영양가있는,-1
영양가있는,0
견과류,0
님프,0
기형아,-1
참나무,1
노,0
오아시스,2
맹세,2
오트밀,0
복종,2
완고하게,0
오벨리스크,0
오비,-2
떼다,-2
사망 기사,-2
목적,0
반대,-2
목표,2
의무,0
의무적 인,0
용의주의,-1
의무적 인,0
기꺼이 남을 돌봐 주는,2
채무자,-2
비스듬한,0
말살하다,-2
말살 된,-2
말살,-2
망각,-2
잊기 쉬운,0
직사각형,0
오보에,0
역겨운,-2
외설,-2
모호,0
가려진,0
어둠,-1
준수,0
주의 깊은,1
관측,0
전망대,0
관찰하다,0
관찰자,0
관찰하다,0
강박 관념,0
스러져 감,0
장애물,-2
산과 의사,1
산과학,0
완고한,-1
막다,-2
방해,-1
폐쇄적 인,-2
얻다,0
얻을 수 있는,2
무딘,-1
앞면,0
오카리나,0
기회,0
가끔,0
때때로,0
폐색,0
신비한,-2
점유,0
점유자,2
직업,1
가득차 있는,0
거주자,0
점령하다,1
점령하는,0
나오다,0
발생,0
대양,0
대양 같은,0
팔각형,0
옥타브,0
문어,-1
접안 렌즈,0
괴벽,-2
승산,0
송시,0
추악한,-2
주행 거리계,0
냄새,-1
에스트로겐,0
NO TRANSLATION,0
겨,0
긁다,-2
위반,-2
공격,-2
제공,1
제안 된,0
헌금,1
사무실,0
장교,2
진력,0
공무원,1
집행하다,0
난바다,-1
짐을 내리다,0
오프셋,2
파생물,1
오프사이드,0
자주,0
자주,0
오우거,-2
기름,0
유화,0
연고,0
더 오래된,-1
후각의,-1
과두 정치,-1
올리브,0
오메가,0
오믈렛,0
전조,-2
생략,0
생략하다,-1
생략 된,0
합승 마차,0
전능,-2
전능 한,0
편재하는,0
전지전능 한,2
종양 전문의,0
단일성,0
자신,0
전진,1
양파,0
습격,1
맹공격,0
존재론,0
무거운 짐,-1
앞으로,0
오닉스,0
습지,-2
흘러 나오는,0
불투명,0
오팔,0
불투명체,-1
빈 터,0
열다,0
여는 사람,0
열리는,0
공공연히,0
개방 상태,1
오페라,2
오페라,-1
조작,-1
운영,0
일하는,0
운영자,0
안과,0
안과 의사,0
아편 제,-1
의견,0
고의적 인,-2
아편,-2
상대,-2
기회,2
기회주의,0
기회,2
반대하는,-2
반대하는,0
반대말,0
정반대의,0
반대,-2
억압하다,-2
압박,-2
억압적인,-2
압제자,-2
광,0
광학,0
광학,0
낙천주의,2
낙천주의 자,2
선택권,1
선택 과목,1
선택적으로,0
옵션들,0
검안사,0
부유,0
풍부한,0
작,0
신탁,2
경구,0
주황색,0
연설,1
연설자,0
웅변,0
구,0
궤도,0
궤도를 도는,0
오브,0
과수원,0
오케스트라,2
안수받은,2
지독한 시련,-2
주문,0
질서 있는,1
의식,1
보통주,0
안수식,2
병기,-2
광석,0
오레가노,0
오르간,2
본질적인,1
유기체,0
오르간 연주자,0
조직,2
구성,1
조직 된,1
오르가슴,2
오르간,0
동양,0
동양인,0
정위,0
구멍,0
유래,0
독창,1
시작하다,0
개시,0
창작자,0
장식,0
장식용의,0
장식,0
장식하다,1
유아,-2
전통적인,0
정설,1
직각의,0
진동하다,0
진동하는,0
진동,0
진동의,0
표면상의,0
표면 상으로,-1
타조,0
장미유,0
오토만,0
온스,0
쫓아 내다,-2
돌발,0
폭발,-2
추방 된,-2
결과,1
항의,-2
능가하다,2
집 밖의,0
차림새,0
지나치게 자라다,0
파생물,0
옥외 변소,-2
나들이,0
이국 풍의,-1
더 오래가는,0
무법자,-1
콘센트,0
개요,0
요점,0
시야,0
밖에 있는,0
수보다 많다,0
전초,-1
유출,0
산출,0
노골적인,0
달려서 이기다,0
시초,0
문외한,-1
교외,0
두드러진,2
펼친,0
외부,1
밖으로,0
더 중요하다,0
타원,0
난소,0
난형,0
대인기,-2
오븐,0
바지,0
너무 무거운 짐,-1
과충전 된,0
외투,0
지나치게 하다,-1
과용하다,-1
연체 된,-2
과대 평가하다,0
과대 평가 된,-1
과다,-1
범람,0
너무 크게 자란,-1
과장,0
돌출 된,0
분해 검사,0
간접비,0
기뻤던,2
겹쳐진,0
중첩하다,0
위에 까는 것,0
초과 적재,-2
위에,0
초과 지불,-1
고가 도로,0
지우다,-1
압도하는,-2
고가의,-2
보수,0
우회하다,0
감독,0
그림자,0
감시,-1
과장하다,0
공급 과다,0
명백한,-1
추월하다,0
따라 잡은,0
타도,-2
서장,1
전복,-1
압도당한,-2
압도적 인,1
지나치게 열정적 인,0
지고 있다,0
빚지고있는,-2
소유자,0
소유권,1
소,0
산화,-1
산소,0
굴,0
속도,0
태평양,1
애 태우다,0
팩,0
꾸러미,0
포장 기계,0
패킷,0
계약,1
인주,1
심,1
외륜,2
작은 목장,0
아일랜드 사람,0
맹꽁이 자물쇠,0
NO TRANSLATION,0
이교도,0
무종교,0
페이지,0
행렬,0
쪽수 매기기,0
탑,0
양동이,0
고통받는,-2
고통없는,0
고생,-1
애씀,0
페인트,0
그린,0
그림,0
쌍,0
잠옷,0
단짝,0
궁전,0
구개,0
고생물학,0
팔레트,0
물리다,0
보장,0
짚자리,0
완화제,1
손바닥 안에 감추다,0
성지 순례자,0
만져서 알 수 있는,0
바람,-2
보잘것,0
하고 싶은 대로 하게 하다,0
팸플릿,0
팬,0
만병 통치약,1
깃털 장식,1
팬케이크,0
세계적 유행병,-2
패널,0
NO TRANSLATION,-1
NO TRANSLATION,1
파노라마,0
파노라마의,0
바지,0
판테온,0
표범,0
팬티,0
무언극,0
식료품 저장실,0
바지,0
어린애 속임수,0
교황권,0
NO TRANSLATION,0
종이,0
파프리카,1
파피루스,0
NO TRANSLATION,0
우화,0
포물선,0
비유담 같은,0
낙하산,-1
축제,2
어형 변화표,0
역설,0
역설적 인,0
파라핀,0
모범,2
절,0
시차,0
평행,0
병행,0
마비 된,-2
편집병,-2
난간,0
장구,0
의역,-1
기생물,-2
파라솔,0
꾸러미,0
소포,0
양피지,0
용서,1
NO TRANSLATION,-2
실질,0
부모의,0
태어남,1
부모,0
NO TRANSLATION,0
괄호 안의,0
정수리,2
껍질 벗기기,0
교구,1
둥가,0
공원,0
말투,0
의회의,0
객실,0
맹세,1
쪽매 세공,0
앵무새,-2
패러디,0
해석하다,0
지극히 검소한,-1
파시즘,0
파슬리,0
교구 목사,0
부품,0
함께 하다,2
편파,0
부분적으로,0
어느 정도 가지다,0
참여,1
입자,0
상세,0
상세,0
이별,-1
도당,-1
가담,0
분할,0
부분적으로,0
파트너,1
공동,2
부분품,0
파티,0
NO TRANSLATION,0
패스,0
통로,0
복도,0
NO TRANSLATION,-1
승객,1
NO TRANSLATION,0
통과,0
열렬한,2
수동태,-1
수동성,-1
여권,0
과거,0
풀,0
파스텔,0
오락,1
목사,2
패스트리,2
목장,1
풀 같은,0
가볍게 두드리기,0
반점,-1
덧붙여 대는 세공,0
머리,0
슬개골,0
특허,1
부계의,0
친자 관계,0
통로,0
병리학,0
파토스,0
좁은 길,0
인내,2
안마당,0
가장,0
족장 시대의,2
세습 재산,0
애국자,0
애국심의,0
애국심,0
순찰,1
후원자,2
후원,2
장사 할 생각하다,0
우호적 인,-1
NO TRANSLATION,-2
무늬,0
소수,-2
극빈자,-2
중지,0
포장길,0
포장,1
누각,0
포장,0
앞발,0
폰,-1
팍스,0
지불,2
복수,-2
지불 인,0
지불,-1
완두콩,0
평화,2
공작,1
피크,0
뾰족한,0
진주,0
농부,0
이탄,0
마노,0
펙,1
독특한,0
특색,-1
특질,1
특히,0
금전의,0
페달,0
현자 적,0
조금씩 잘라 팔다,0
받침대,0
보행자,-1
소아과,0
유래,2
보수계,0
껍질,0
출현,0
같은 패,0
피어링,0
비길 데 없는,1
유성의,0
작은 공,0
펜,0
패널티,-2
참회,-2
경향,1
연필,0
펜던트,0
계속,0
NO TRANSLATION,0
계류중인,0
흔들리는 추,0
침투하다,0
관통하는,0
침투,-2
반도,0
교도소,-2
페넌트,0
무일푼,0
페니,0
연금,0
연금 수령자,0
잠겨있는,-1
오각형,0
옥상 창고,0
끝에서 두번째,0
사람들,0
사람이 사는,0
후추,0
소화제,0
지각하다,2
백분율,0
지각 할 수있는,1
지각,0
지각있는,0
퍼치,0
우연히,0
여과,0
파멸,-2
단호한,0
다년생의,2
완전한,2
완전,2
천공 된,0
구멍 뚫기,0
행하다,0
공연,0
수행자,1
향수,0
향수의,0
아름다운 요정,0
감람석,0
위험,-2
둘레,0
기간,0
주기적인,0
정기 간행물,0
주기적으로,0
주기성,1
주위,0
몹시 괴롭히다,-2
부패하기 쉬운,-1
멸망 한,-2
위증,-2
여과기,1
영구,0
투과성의,0
침투하다,0
침투,0
허용되는,0
허가,1
관대 한,0
허가,0
허용 된,0
허락하는,0
순열,0
유해한,-2
수직,0
NO TRANSLATION,0
부단한,0
끊임없이,0
영속하다,1
영구화,-1
영속,2
난처한,-1
당황,-2
박해하다,-2
박해,-2
인내,0
인내심 많은,0
지속하다,0
지속성 있는,1
영속하는,0
사람,0
사려 깊은,1
인물,0
개인적인,1
인원,0
명,0
원근법,0
발한,-1
설득,1
설득,0
동기,0
섭동,-2
백일해,-1
숙독,0
정독하다,0
퍼베이딩,0
비뚤어진,-2
곡해,-2
나쁜 길로 이끌다,-2
이상의,-2
염세주의,-2
비관론자,-2
해충,-2
역병,-2
착한 애,-1
청원,0
청원 자,0
가솔린,0
석유,-2
페팅,0
자그마한,-1
좌석,0
땜납,0
지골,-1
제약,1
제약사,0
약리학,0
조제,0
단계,0
현상,0
박애주의,1
박애주 의자,2
박애,1
철학자,2
철학의,0
철학적 인,0
철학,0
담,-2
피닉스,1
전화,0
소리 나는,1
음성학,0
파닉스,0
축음기,0
음운론,0
위조품,-2
인광 물질,0
인,0
사진,0
포토 제닉,0
사진,0
사진 작가,0
사진술,0
측광,0
구,0
어법,0
계통 발생,0
물리적 인,0
내과 의사,2
물리학 자,1
물리학,1
생리학,1
체,1
피아니스트,0
피아노,0
광장,0
NO TRANSLATION,0
선택,1
뽑힌,0
피켓,-2
피켓팅,-2
간물,-1
NO TRANSLATION,0
피크닉,2
화보,0
그림,0
그림 같은,2
파이,0
조금씩,0
얼룩덜룩 한,0
교각,0
내뚫다,0
경건,1
돼지,-2
비둘기,-1
그림 물감,0
단창,0
말뚝,0
말뚝,-2
순례자,0
순례 여행,0
알약,2
약탈,-2
기둥,0
베개,1
베갯잇,0
조종사,2
뚜쟁이,-1
여드름,-2
핀,0
꼬집기,0
끼다,0
소나무,-2
파인애플,0
핑,0
핀 홀,0
날개,-2
담홍색,0
작은 첨탑,1
개척자,1
씨,0
파이프,0
배관의,0
관로,0
피리 부는 사람,0
피펫,0
불법 복제,-1
해적,-2
NO TRANSLATION,0
권총,-1
피스톤,0
