,title,percent
338,학술,-0.17805038376575932
339,브리지,-0.17782757409892572
340,겨울방학,-0.17772717109251734
341,숙제,-0.17757527453638866
342,올림픽,-0.17738864421413417
343,고장,-0.1771974228497352
344,북방,-0.17702298577609282
345,갈이,-0.17699220430555698
346,김현준,-0.17681194212750648
347,텔레,-0.17670857604567755
348,괴물,-0.17621816296036602
349,분야,-0.17620617773367567
350,민갑룡,-0.17599259537489176
351,독기,-0.17596591019926494
352,영화로,-0.17587863504415888
353,비아이,-0.17560196589943672
354,히트,-0.17535350953034057
355,김재중,-0.17531673218280053
356,실행,-0.17522280041227384
357,풍기,-0.17512002982375224
358,거르,-0.17504889188676906
359,아동,-0.17487636707741536
360,산림,-0.17474424059167107
361,공학,-0.17474383685503406
362,썸머,-0.17471584475475277
363,고요,-0.17469464211002497
364,관계자,-0.17468460497161598
365,정숙,-0.17453256460563082
366,대사관,-0.17436483522611276
367,생각,-0.17425137159105542
368,남하,-0.17424260799474356
369,전격,-0.17418388102274976
370,시립,-0.17377976110061827
371,신상,-0.17374949378271876
372,상반기,-0.17348239034644983
373,산학,-0.1733699895362846
374,그램,-0.17312915020594064
375,출근,-0.17296200854289911
376,남도,-0.17274320549730865
377,자동,-0.17236748639717134
378,울산,-0.17226471949452815
379,리스트,-0.17211881047434774
380,지사,-0.17206993273266513
381,정위,-0.17194125365767504
382,연등회,-0.1719206657607894
383,책방,-0.17177393829443025
384,초연,-0.17164069472323792
385,만주,-0.17060367246733144
386,관측,-0.17056711744953826
387,동의,-0.17053858709018316
388,간편식,-0.17014411778588262
389,구관,-0.16980667836974497
390,봉제,-0.16972216989725483
391,마이걸,-0.16920860427196044
392,호정,-0.16870283421204105
393,시흥시,-0.16862601211251002
394,만난,-0.1685944636612978
395,분위기,-0.16853489466728613
396,이상,-0.1681512483661189
397,독도,-0.16748726492576657
398,의술,-0.1673871081633488
399,낙점,-0.16732913404521477
400,독재,-0.1672928992001657
401,선거,-0.16710151945854737
402,메인,-0.16696595623525282
403,직접,-0.16695253590269893
404,지난해,-0.16691545190119184
405,해양경찰,-0.1660918643484729
406,차이,-0.16604696285410112
407,교육부,-0.16603839831837439
408,중공업,-0.16593025186354668
409,세습,-0.16586136784822672
410,카메라,-0.16544774246176197
411,클리,-0.16539685116591302
412,기준,-0.16529312029545473
413,사진관,-0.16518517753188985
414,창신동,-0.16514183568444202
415,김병욱,-0.16505344454144485
416,장성,-0.1649858431518457
417,진료,-0.16494305392730554
418,포스터,-0.16493825270830775
419,부대,-0.16493684440082515
420,주한,-0.16484874390285276
421,트루먼,-0.16478742424778708
422,태국,-0.1647132374405179
423,형식,-0.16459167331584673
424,정권,-0.16436923713322255
425,총장,-0.1643302154342405
426,포석,-0.16431609767647984
427,난민,-0.1642546515124359
428,인프라,-0.16420197402562875
429,통신사,-0.16394456081394002
430,케이블,-0.16394032194055622
431,퇴소,-0.16376978679024354
432,초속,-0.163673718185104
433,상륙,-0.16343187914270654
434,수송,-0.16335538056705498
435,타이틀,-0.16319635672861796
436,호반,-0.16305736344570243
437,혈관,-0.1629920686544894
438,천억원,-0.1629112273288442
439,네트웍,-0.16286044230775854
440,경비원,-0.16278159711411172
441,뒷받침,-0.1625265260546346
442,신고,-0.16248694143291292
443,전차,-0.16227218478982278
444,명대,-0.16145599954395654
445,코스피,-0.161302870821642
446,라이트,-0.16126656844903123
447,헌신,-0.16125318909132244
448,라면,-0.16097565335925768
449,노조,-0.16095023227549457
450,열광,-0.16085750881868255
451,교통,-0.16070951121191251
452,과열,-0.1605739546350252
453,무사,-0.1605133627224239
454,기숙사,-0.16049931100576692
455,무형,-0.16041814815926192
456,향후,-0.16037602573826945
457,청원,-0.16028551242664793
458,서로,-0.16009695404613086
459,영구,-0.15977483041696805
460,미래한국당,-0.15967519728066823
461,웅진,-0.1593680757664198
462,현황,-0.15932397387242694
463,년내,-0.1593109829530547
464,다이어트,-0.1589749732598618
465,박현주,-0.15856541982437108
466,방역,-0.1584549327393446
467,지표,-0.1583700882866877
468,사람,-0.15831744224881944
469,제도,-0.15819904638766247
470,열사,-0.15807916030906485
471,청해부대,-0.15787805793262616
472,기후변화,-0.1578346812287535
473,트럭,-0.1577629610273326
474,폴란드,-0.15736871702132849
475,금품,-0.1572859414751779
476,선거법,-0.15721635462699962
477,퍼블리싱,-0.15680810812850843
478,대책,-0.156677090032094
479,발행,-0.15581250007964179
480,만민,-0.15576892894510636
481,형님,-0.15572409145675817
482,준법,-0.15563898973548343
483,도세,-0.15555613687316108
484,소방관,-0.1553794423302981
485,신청,-0.1551363448402279
486,잠정,-0.15504155663116892
487,지속,-0.15503614759967907
488,패션쇼,-0.15494021648840473
489,일본,-0.15489113895891254
490,토크,-0.15468622312286875
491,남아,-0.1544394920184043
492,터키,-0.154148835314134
493,미리,-0.15407070756776015
494,원료,-0.1538930113549438
495,재해,-0.1537786453787904
496,보선,-0.15344671615817457
497,로스트,-0.1533772800551737
498,감옥,-0.15335782107065835
499,녹십자,-0.15326663632820545
500,정밀,-0.15323510894562165
501,회의,-0.15317592017832568
502,인삼,-0.15309057289551423
503,수해,-0.15272928694341664
504,로템,-0.1527049434756006
505,방사청,-0.1525530021257328
506,연대,-0.15252291315457575
507,발생,-0.1523007891739408
508,화로,-0.15226565336215706
509,호텔,-0.1522225204406278
510,정이,-0.15218745083793725
511,티맥스,-0.15207065513690274
512,고개,-0.15205287484440055
513,방산,-0.15195881536188924
514,품질,-0.15185608964571243
515,아이티,-0.1518145634317531
516,시상식,-0.15181048791260257
517,규제,-0.15174229733061703
518,동시,-0.15171502279561666
519,차량,-0.1516926139881149
520,대설주의보,-0.15165981852653582
521,경험,-0.15160409822041057
522,지고,-0.15159059485944484
523,무소속,-0.15148220535788764
524,재외국민,-0.15138551993615806
525,누리꾼,-0.15126918325606906
526,경로,-0.15126017562349098
527,김해영,-0.15066829010510596
528,항의,-0.15065062492802206
529,소독,-0.1505293999798795
530,번방,-0.15051890689075473
531,인천,-0.1502160645604434
532,온기,-0.15017987103858177
533,정치자금,-0.15008591679369893
534,이남,-0.1500670985653494
535,코웨이,-0.14984433118454427
536,도서관,-0.14954916753766168
537,나우,-0.14942597318788348
538,세트,-0.1493481438457023
539,환급,-0.14924677600153646
540,순간,-0.14913480805636864
541,여파,-0.1489336113794041
542,수소,-0.148911205381933
543,겨냥,-0.1488057275555535
544,얼굴,-0.14878449093595694
545,코로나바이러스,-0.14855851850553156
546,한시,-0.1484806155951025
547,대치,-0.1484705267082586
548,자유,-0.14830055486984867
549,희생,-0.1480205826863694
550,문화유산,-0.14794824489409644
551,인용,-0.14792837478810877
552,복구,-0.14758047681919687
553,유네스코,-0.14754356189789739
554,행정명령,-0.14751065427844293
555,건가,-0.14747778170545248
556,담합,-0.1474182255339517
557,비행기,-0.14739285176336767
558,심판,-0.1472222166327823
559,탄소,-0.1471287627579268
560,반발,-0.14699648351403324
561,등재,-0.14674893612662562
562,영업,-0.14653115828255736
563,절기,-0.1464729564886355
564,당부,-0.1461387588198114
565,콘셉트,-0.14602402564788292
566,수단,-0.14601229205552882
567,탈출,-0.14576684801797243
568,시위,-0.1456997176653489
569,대위,-0.1455299783832583
570,대상,-0.14526253459561658
571,공사,-0.14525433325277554
572,송구,-0.14525284288192902
573,가치,-0.14494671595487943
574,환경,-0.14473006450257322
575,은수미,-0.1447184904877425
576,물리,-0.14469839246958763
577,시니어,-0.14467313445329893
578,이틀,-0.14466752960241586
579,주식,-0.14460302398680425
580,호르무즈,-0.14454429292033572
581,김문수,-0.14439307072210977
582,견인,-0.14424321090781336
583,손소독제,-0.1442387441138127
584,상황,-0.1442278085614715
585,비례대표,-0.1441508889456265
586,강북,-0.14399271962013296
587,청와대,-0.14393156448220812
588,지능,-0.1436989873685761
589,김밥,-0.14360199831487644
590,아파트,-0.14339011651370054
591,재산,-0.1430950910664758
592,식단,-0.1427775428109847
593,서병수,-0.14251160572748978
594,군수,-0.14249817034291434
595,애니,-0.1424157074838172
596,김영춘,-0.14241071720305265
597,폭탄,-0.14222379555199538
598,배당,-0.1420295612559438
599,네이버웹툰,-0.14200131853007258
600,진천,-0.1419690326125166
601,유엔,-0.14184460563611756
602,파병,-0.1417259355986719
603,철강,-0.14163763014626066
604,아크,-0.14147447186772807
605,대작,-0.14117100530624066
606,외국인,-0.14107334541269573
607,발동,-0.14071728285179783
608,작업,-0.14069938338262478
609,포스코,-0.14052505008706598
610,수입,-0.14050152798870016
611,미술,-0.14039069657531444
612,청구,-0.14028859068569516
613,의문,-0.14022299944919625
614,의회,-0.14013083869448245
615,견제,-0.13990434605747937
616,집중,-0.13986163188794
617,용역,-0.1397627036003734
618,상담,-0.13969447938044677
619,목포,-0.1394409752409958
620,대리,-0.13941384434865767
621,잡음,-0.13937255665207707
622,패키지,-0.139360392103351
623,닥터,-0.13932335848912253
624,바이러스,-0.13923884838573702
625,이용,-0.13923551155185274
626,육아,-0.13901596095733887
627,보안,-0.13885665043662634
628,체류,-0.13860016046743062
629,설전,-0.1385802219857715
630,셧다운,-0.13832464891532992
631,이재,-0.13824383240424562
632,바비,-0.13820641232216363
633,국세청,-0.13801831348137816
634,유세,-0.13792313883575807
635,항공기,-0.1378928693889639
636,봉쇄,-0.13783365148106588
637,커머스,-0.1377313282551997
638,진자,-0.1375361261705111
639,거부,-0.1374500198732123
640,도움,-0.13703158821377986
641,피해,-0.13684307131495557
642,독거,-0.13676887200569451
643,구현,-0.13644007694193677
644,선관위,-0.13639962983248977
645,중요,-0.13634539870624154
646,노동,-0.13629598152174968
647,지지,-0.13622959461266884
648,러시아,-0.1359891283994958
649,르노,-0.13598339912261923
650,장기,-0.13594335778341002
651,엑스포,-0.13592755941771362
652,장애,-0.13590489219322538
653,위법,-0.13588243185897436
654,조치,-0.1358180469266079
655,작전,-0.13567404862145813
656,어선,-0.1353141208833745
657,건물,-0.13507978250408104
658,진중권,-0.1350214749972353
659,공모전,-0.13500606237249363
660,동원,-0.134568159174595
661,독자,-0.13451018897172676
662,종목,-0.13446521928818228
663,사용,-0.13425955850220045
664,갈등,-0.13401691861961051
665,북상,-0.13378745333892061
666,검토,-0.13351891489882178
667,발간,-0.13337549036039614
668,세금,-0.13324732422497212
669,기관,-0.13321678979445786
670,전남도,-0.1331535219046708
671,지역구,-0.133149803784956
672,환송,-0.13293448609123706
673,커버,-0.1328771374138358
674,임원,-0.1326735202884114
675,떡볶이,-0.1326454022714806
676,증액,-0.13251883582381532
677,임명,-0.13231367342902853
678,포기,-0.13210416111138268
679,분쟁,-0.13205880354078695
680,해결,-0.1319122913949676
681,미술관,-0.131742250292591
682,정청,-0.13168470809716
683,종교,-0.13159612650806995
684,세상,-0.13156376493552782
685,신종,-0.13149135806363846
686,입찰,-0.1312892043970786
687,아마존,-0.13125167485543263
688,지연,-0.13125138788903662
689,문희상,-0.13115817831415943
690,지성호,-0.1308553402586763
691,유감,-0.1305795512381476
692,당뇨병,-0.13040362074079853
693,반도체,-0.13029143359344922
694,공감,-0.13014625436507865
695,격전,-0.13014420358748058
696,이주,-0.13001354399165044
697,조절,-0.1292715022909119
698,북부,-0.12910158405831434
699,파기,-0.1290881629142781
700,무릎,-0.12906766384162097
701,전시회,-0.12853204006077018
702,고위,-0.12852233320363382
703,월간,-0.12828358402741652
704,오세훈,-0.12796705081423515
705,민주,-0.12788239159728465
706,충청,-0.12786798858927972
707,박물관,-0.12786286643977665
708,발의,-0.12779807329601287
709,발사,-0.1277390812044575
710,동참,-0.1274872444046826
711,이낙연,-0.1273001060337508
712,긴급,-0.12728722740310244
713,통신,-0.1272821405050792
714,계절,-0.1269807829338055
715,완화,-0.12678698450622605
716,우주,-0.1267622024715892
717,벌금,-0.12672774040652254
718,허위,-0.1266002532719038
719,노력,-0.12647071168893842
720,현실,-0.12642072961394818
721,농단,-0.12625658646196464
722,연휴,-0.12623470122733155
723,배정,-0.12599356074357826
724,공판,-0.12598327084565308
725,경계,-0.12581403139197195
726,부부,-0.12533156142008986
727,대법,-0.12497028499919119
728,마무리,-0.12482693559305036
729,법안,-0.12468972312674687
730,소개,-0.12459372621122872
731,대법원,-0.12403762329655445
732,유상증자,-0.12390089645585789
733,민간,-0.12362428344263462
734,참석,-0.12354015109049095
735,위반,-0.1235018984008636
736,공정위,-0.12348455346897404
737,증거,-0.12327632832319727
738,다른,-0.12313390980001734
739,음성,-0.12230752165832168
740,유해,-0.12219215756655617
741,토론,-0.12219045781452759
742,출마,-0.12194939503478075
743,경보,-0.12164109296720631
744,혼란,-0.12163886094917976
745,박주민,-0.12137306491161746
746,페어,-0.12131553441894166
747,감염병,-0.12120473959789008
748,중부,-0.12106595746706827
749,박차,-0.12106466743384935
750,원칙,-0.12100417101985805
751,도시락,-0.12021843067082434
752,신규,-0.12000888712116976
753,진화,-0.11976907532242985
754,조례,-0.11973869393335858
755,도입,-0.11916325978737498
756,처벌,-0.11911191016406707
757,사법,-0.11898561139106137
758,아트,-0.11894374835063286
759,유튜버,-0.11865884564180197
760,과학,-0.11781880025277132
761,공항,-0.11779016002914672
762,학교,-0.11765030270124163
763,강풍,-0.11752688228394795
764,복지,-0.11720255868654125
765,선고,-0.11714676684633245
766,해제,-0.11663912185302346
767,미래에셋,-0.11661109978759464
768,솔루션,-0.11650298358987184
769,협력,-0.11612356118930721
770,릴레이,-0.11606128115200709
771,간다,-0.1158382771898736
772,종합,-0.11570654437744697
773,정세균,-0.11522430084887908
774,공동,-0.11501854934899602
775,모든,-0.11499709981313634
776,고용,-0.1145437726738595
777,연구소,-0.11417864873445029
778,설립,-0.11399317925099899
779,문제,-0.11337610708916446
780,영호,-0.11327486404312165
781,국방,-0.1130496610793322
782,헌혈,-0.11196860496967317
783,아들,-0.11194881007202544
784,강세,-0.11030550540159592
785,주주,-0.10880119949727718
786,재판,-0.10857196729559057
787,적용,-0.10851589264734819
788,평화,-0.10785207417172143
789,비상,-0.10735679257416071
790,증시,-0.10733247755799112
791,부산시,-0.10674220167153589
792,재난,-0.10631913056486184
793,린다,-0.10629065965119383
794,검사,-0.10626530684638508
795,권고,-0.10520757889425815
796,제공,-0.10500882711498798
797,위원장,-0.10492122945863003
798,자제,-0.10481072875431183
799,시작,-0.10477126951390535
800,제품,-0.10459214319420919
801,교회,-0.10419065622996136
802,불법,-0.10407030224274048
803,추경,-0.10359470880007357
804,경북,-0.10187950966970931
805,방송,-0.10154395602656395
806,참여,-0.10038225644366916
807,연속,-0.09981628709119386
808,건설,-0.09714659445124785
809,생산,-0.09177897352168168
810,대신,-0.09018712478516958
811,추가,-0.08687133562286216
812,대표,-0.08374959270727178
813,본격,-0.07701718116657058
814,위원회,-0.07657804498247794
815,디자인,-0.07072417091483522
816,후보,-0.07072027844209376
817,버스,-0.06647696859636891
818,조계종,-0.06368913592145523
819,국민,-0.06339618598440348
820,택시,-0.06291987549732075
821,한화,-0.052627402111777
822,엔지니어링,-0.04539787844152345
823,기술,-0.0438076335976808
824,예술,-0.043013967522813217
825,청약,-0.04300117641584388
826,효과,-0.04175110650600892
827,교육,-0.04131242246555325
828,개학,-0.04122635033199894
829,한류,-0.04113036689146842
830,열풍,-0.040317533690084256
831,정치,-0.03912605892536471
832,요청,-0.036391803959414895
833,오월,-0.035998669242857766
834,의혹,-0.03478188465246587
835,갤럭시,-0.031517114861505865
836,총력,-0.030453470589164654
837,다시,-0.02978767900365183
838,사장,-0.028237454510147433
839,강화,-0.028045352344832047
840,파악,-0.027186309170466924
841,상호,-0.026911255109681533
842,칼럼,-0.02493910863862242
843,전략,-0.022380537786147126
844,방문,-0.02145029497845659
845,공연,-0.02101024886295999
846,초청,-0.019640355379883335
847,개혁,-0.01840017271735245
848,주변,-0.01807788542094735
849,외교부,-0.01687950178183823
850,기회,-0.016684209025455858
851,위원,-0.01665953161117019
852,추미애,-0.016125949722162213
853,남성,-0.01565764494061046
854,재정,-0.014192519629737598
855,비판,-0.013821336015571561
856,신호,-0.013726517302547635
857,내년,-0.011013051960606573
858,대학,-0.01074247920381857
859,주장,-0.01067125396523708
860,모바일,-0.00808616636807457
861,전수,-0.005732985236867041
862,대구,-0.005458741098085001
863,상승,-0.005383663647066617
864,작가,-0.004658299273799535
865,애플,-0.004545050201511496
866,이유,-0.003218038565562603
867,결제,-0.0023490205820998703
868,시설,-0.002280825585051941
869,취임,-0.0022370713452663756
870,서도,-0.00217702583046391
871,전주,-0.0017661771143195983
872,이후,-0.0015663608711506511
873,가가,0.0
874,가가린,0.0
875,가가와현,0.0
876,가가호호,0.0
877,가감,0.0
878,가객,0.0
879,가갸꾼,0.0
880,가거도,0.0
881,가거도항,0.0
882,가건물,0.0
883,가게,0.0
884,가게무샤,0.0
885,가격결정,0.0
886,가격담합,0.0
887,가격연동제,0.0
888,가격파괴,0.0
889,가격표,0.0
890,가견,0.0
891,가결,0.0
892,가결의,0.0
893,가경,0.0
894,가경동,0.0
895,가경자,0.0
896,가경주항,0.0
897,가계,0.0
898,가계도,0.0
899,가계부,0.0
900,가계부채,0.0
901,가계약,0.0
902,가계조사,0.0
903,가고시마,0.0
904,가고시마현,0.0
905,가곡,0.0
906,가곡면,0.0
907,가공,0.0
908,가공업,0.0
